NETWORKCODE,INTERNUMBERHEAD,COUNTRYCODE
829289,1829289,1
82929,182929,1
829290,1829290,1
829291,1829291,1
829292,1829292,1
829293,1829293,1
829294,1829294,1
829295,1829295,1
829296,1829296,1
829297,1829297,1
829298,1829298,1
829299,1829299,1
829301,1829301,1
829302,1829302,1
829303,1829303,1
829304,1829304,1
829305,1829305,1
829306,1829306,1
829307,1829307,1
829308,1829308,1
829309,1829309,1
829310,1829310,1
829312,1829312,1
829313,1829313,1
829314,1829314,1
829315,1829315,1
829316,1829316,1
829317,1829317,1
829318,1829318,1
829319,1829319,1
82932,182932,1
82933,182933,1
829333,1829333,1
82934,182934,1
82935,182935,1
82936,182936,1
829370,1829370,1
829371,1829371,1
829372,1829372,1
829373,1829373,1
829374,1829374,1
829375,1829375,1
829376,1829376,1
829377,1829377,1
829379,1829379,1
82938,182938,1
82939,182939,1
829390,1829390,1
829391,1829391,1
829392,1829392,1
829393,1829393,1
829394,1829394,1
829395,1829395,1
829396,1829396,1
829397,1829397,1
829398,1829398,1
829399,1829399,1
829400,1829400,1
829401,1829401,1
829402,1829402,1
829403,1829403,1
829404,1829404,1
829405,1829405,1
829406,1829406,1
829407,1829407,1
829408,1829408,1
829409,1829409,1
829410,1829410,1
829411,1829411,1
829412,1829412,1
829413,1829413,1
829414,1829414,1
829415,1829415,1
829416,1829416,1
829417,1829417,1
829418,1829418,1
829419,1829419,1
82942,182942,1
829422,1829422,1
829430,1829430,1
829431,1829431,1
829432,1829432,1
829433,1829433,1
8294340,18294340,1
8294341,18294341,1
8294343,18294343,1
8294344,18294344,1
8294345,18294345,1
8294346,18294346,1
8294347,18294347,1
8294348,18294348,1
8294349,18294349,1
829435,1829435,1
829436,1829436,1
829437,1829437,1
829438,1829438,1
829439,1829439,1
82944,182944,1
829440,1829440,1
829441,1829441,1
829442,1829442,1
829443,1829443,1
829444,1829444,1
829445,1829445,1
829446,1829446,1
829447,1829447,1
829448,1829448,1
829449,1829449,1
82945,182945,1
829450,1829450,1
829451,1829451,1
829452,1829452,1
829453,1829453,1
829454,1829454,1
829455,1829455,1
829456,1829456,1
829457,1829457,1
829458,1829458,1
829459,1829459,1
82946,182946,1
829470,1829470,1
829471,1829471,1
829472,1829472,1
829474,1829474,1
829475,1829475,1
829477,1829477,1
829478,1829478,1
829479,1829479,1
829490,1829490,1
829491,1829491,1
829492,1829492,1
829493,1829493,1
829494,1829494,1
829496,1829496,1
829497,1829497,1
829498,1829498,1
829499,1829499,1
829502,1829502,1
829503,1829503,1
829504,1829504,1
829505,1829505,1
829506,1829506,1
829508,1829508,1
829509,1829509,1
829510,1829510,1
829512,1829512,1
829513,1829513,1
829514,1829514,1
829515,1829515,1
829517,1829517,1
829518,1829518,1
829519,1829519,1
82952,182952,1
8295300,18295300,1
8295301,18295301,1
8295302,18295302,1
8295303,18295303,1
8295304,18295304,1
82953051,182953051,1
82953052,182953052,1
82953053,182953053,1
82953054,182953054,1
82953055,182953055,1
82953056,182953056,1
82953057,182953057,1
82953058,182953058,1
82953059,182953059,1
8295306,18295306,1
8295307,18295307,1
8295308,18295308,1
8295309,18295309,1
829531,1829531,1
829532,1829532,1
829533,1829533,1
829534,1829534,1
829536,1829536,1
829537,1829537,1
829539,1829539,1
829540,1829540,1
829542,1829542,1
829543,1829543,1
829546,1829546,1
829548,1829548,1
829549,1829549,1
829550,1829550,1
829551,1829551,1
829552,1829552,1
829553,1829553,1
829554,1829554,1
829556,1829556,1
829557,1829557,1
829558,1829558,1
829559,1829559,1
829560,1829560,1
829561,1829561,1
829562,1829562,1
829563,1829563,1
829564,1829564,1
829566,1829566,1
829568,1829568,1
829569,1829569,1
829570,1829570,1
829571,1829571,1
829572,1829572,1
829573,1829573,1
829574,1829574,1
829576,1829576,1
829577,1829577,1
829578,1829578,1
829579,1829579,1
829580,1829580,1
829584,1829584,1
829585,1829585,1
829586,1829586,1
829587,1829587,1
829588,1829588,1
829589,1829589,1
829591,1829591,1
829592,1829592,1
829598,1829598,1
829599,1829599,1
829601,1829601,1
829602,1829602,1
829603,1829603,1
829604,1829604,1
829605,1829605,1
829606,1829606,1
829610,1829610,1
829613,1829613,1
829616,1829616,1
829618,1829618,1
829619,1829619,1
829629,1829629,1
82963,182963,1
829630,1829630,1
829631,1829631,1
829632,1829632,1
829633,1829633,1
829634,1829634,1
829635,1829635,1
829636,1829636,1
829637,1829637,1
829638,1829638,1
829639,1829639,1
82964,182964,1
829640,1829640,1
829641,1829641,1
829642,1829642,1
829643,1829643,1
829644,1829644,1
829645,1829645,1
829646,1829646,1
829647,1829647,1
829648,1829648,1
829649,1829649,1
82965,182965,1
829650,1829650,1
829651,1829651,1
829652,1829652,1
829653,1829653,1
829654,1829654,1
829655,1829655,1
829656,1829656,1
829657,1829657,1
829658,1829658,1
829659,1829659,1
829660,1829660,1
829661,1829661,1
829662,1829662,1
829663,1829663,1
829664,1829664,1
829665,1829665,1
829666,1829666,1
829667,1829667,1
829668,1829668,1
829669,1829669,1
82967,182967,1
829670,1829670,1
829671,1829671,1
829672,1829672,1
829673,1829673,1
829674,1829674,1
829675,1829675,1
829676,1829676,1
829677,1829677,1
829678,1829678,1
829679,1829679,1
829680,1829680,1
829682,1829682,1
829683,1829683,1
829684,1829684,1
829685,1829685,1
829686,1829686,1
829689,1829689,1
82969,182969,1
829690,1829690,1
829691,1829691,1
829692,1829692,1
829693,1829693,1
829694,1829694,1
829695,1829695,1
829696,1829696,1
829697,1829697,1
829698,1829698,1
829699,1829699,1
829701,1829701,1
829702,1829702,1
829703,1829703,1
829704,1829704,1
829705,1829705,1
829706,1829706,1
829707,1829707,1
829708,1829708,1
829709,1829709,1
829710,1829710,1
829712,1829712,1
829713,1829713,1
829714,1829714,1
829715,1829715,1
829716,1829716,1
829717,1829717,1
829718,1829718,1
829719,1829719,1
829720,1829720,1
829721,1829721,1
829722,1829722,1
829723,1829723,1
829725,1829725,1
829726,1829726,1
829727,1829727,1
829728,1829728,1
829729,1829729,1
829730,1829730,1
829731,1829731,1
829740,1829740,1
829741,1829741,1
829742,1829742,1
829743,1829743,1
829744,1829744,1
829745,1829745,1
829747,1829747,1
829748,1829748,1
829749,1829749,1
82975,182975,1
829750,1829750,1
829751,1829751,1
829752,1829752,1
829753,1829753,1
829754,1829754,1
829755,1829755,1
829756,1829756,1
829757,1829757,1
829758,1829758,1
829759,1829759,1
82976,182976,1
82977,182977,1
829770,1829770,1
829771,1829771,1
829772,1829772,1
829773,1829773,1
829774,1829774,1
829775,1829775,1
829776,1829776,1
829777,1829777,1
829778,1829778,1
829779,1829779,1
82978,182978,1
829780,1829780,1
829781,1829781,1
829782,1829782,1
829783,1829783,1
829784,1829784,1
829785,1829785,1
829786,1829786,1
829787,1829787,1
829788,1829788,1
829789,1829789,1
82979,182979,1
829790,1829790,1
829791,1829791,1
829792,1829792,1
829793,1829793,1
829794,1829794,1
829795,1829795,1
829796,1829796,1
829797,1829797,1
829798,1829798,1
829799,1829799,1
829801,1829801,1
829802,1829802,1
829803,1829803,1
829804,1829804,1
829805,1829805,1
829806,1829806,1
829807,1829807,1
829808,1829808,1
829810,1829810,1
829812,1829812,1
829813,1829813,1
829814,1829814,1
829815,1829815,1
829816,1829816,1
829817,1829817,1
829818,1829818,1
829819,1829819,1
829820,1829820,1
829821,1829821,1
829822,1829822,1
829823,1829823,1
829824,1829824,1
829825,1829825,1
829826,1829826,1
829827,1829827,1
829828,1829828,1
829830,1829830,1
8298310,18298310,1
8298311,18298311,1
8298312,18298312,1
829835,1829835,1
829836,1829836,1
829837,1829837,1
829838,1829838,1
829839,1829839,1
82984,182984,1
829840,1829840,1
829841,1829841,1
829842,1829842,1
829843,1829843,1
829844,1829844,1
829845,1829845,1
829846,1829846,1
829847,1829847,1
829848,1829848,1
829849,1829849,1
82985,182985,1
829850,1829850,1
829851,1829851,1
829852,1829852,1
829853,1829853,1
829854,1829854,1
829855,1829855,1
829856,1829856,1
829857,1829857,1
829858,1829858,1
829859,1829859,1
82986,182986,1
829860,1829860,1
829861,1829861,1
829862,1829862,1
829863,1829863,1
829864,1829864,1
829865,1829865,1
829866,1829866,1
829867,1829867,1
829868,1829868,1
829869,1829869,1
82987,182987,1
829870,1829870,1
829871,1829871,1
829872,1829872,1
829873,1829873,1
829874,1829874,1
829875,1829875,1
829876,1829876,1
829877,1829877,1
829878,1829878,1
829879,1829879,1
829880,1829880,1
829881,1829881,1
829882,1829882,1
829883,1829883,1
829884,1829884,1
829885,1829885,1
829886,1829886,1
829887,1829887,1
829889,1829889,1
829890,1829890,1
829891,1829891,1
829892,1829892,1
829894,1829894,1
829895,1829895,1
82989570,182989570,1
82989571,182989571,1
82989572,182989572,1
82989573,182989573,1
82989574,182989574,1
829896,1829896,1
829897,1829897,1
829898,1829898,1
829899,1829899,1
829901,1829901,1
829902,1829902,1
829903,1829903,1
829904,1829904,1
829905,1829905,1
829906,1829906,1
829907,1829907,1
829908,1829908,1
829909,1829909,1
829910,1829910,1
829912,1829912,1
829913,1829913,1
829914,1829914,1
829915,1829915,1
829916,1829916,1
829917,1829917,1
829918,1829918,1
829919,1829919,1
82992,182992,1
82993,182993,1
829930,1829930,1
829931,1829931,1
829932,1829932,1
829933,1829933,1
829934,1829934,1
829935,1829935,1
829936,1829936,1
829937,1829937,1
829938,1829938,1
829939,1829939,1
829940,1829940,1
829941,1829941,1
829942,1829942,1
829943,1829943,1
829944,1829944,1
829945,1829945,1
829947,1829947,1
829949,1829949,1
829957,1829957,1
829958,1829958,1
829959,1829959,1
82996,182996,1
829970,1829970,1
829972,1829972,1
829973,1829973,1
829974,1829974,1
829975,1829975,1
829977,1829977,1
829978,1829978,1
829979,1829979,1
82998,182998,1
829980,1829980,1
829981,1829981,1
829982,1829982,1
829983,1829983,1
829984,1829984,1
829985,1829985,1
829986,1829986,1
829987,1829987,1
829988,1829988,1
829989,1829989,1
829990,1829990,1
829991,1829991,1
829993,1829993,1
829994,1829994,1
829995,1829995,1
829996,1829996,1
829997,1829997,1
829998,1829998,1
830,1830,1
831,1831,1
832,1832,1
833,1833,1
838,1838,1
843,1843,1
844,1844,1
845,1845,1
847,1847,1
848,1848,1
849,1849,1
849201,1849201,1
849202,1849202,1
849203,1849203,1
849204,1849204,1
849205,1849205,1
849206,1849206,1
849207,1849207,1
849208,1849208,1
849209,1849209,1
849210,1849210,1
849212,1849212,1
849213,1849213,1
849214,1849214,1
849215,1849215,1
849216,1849216,1
849217,1849217,1
849218,1849218,1
849219,1849219,1
84922,184922,1
849221,1849221,1
849222,1849222,1
849223,1849223,1
849224,1849224,1
849225,1849225,1
849226,1849226,1
849227,1849227,1
849228,1849228,1
849229,1849229,1
849230,1849230,1
849231,1849231,1
849232,1849232,1
849233,1849233,1
849234,1849234,1
849235,1849235,1
849237,1849237,1
849238,1849238,1
849239,1849239,1
84924,184924,1
849240,1849240,1
849241,1849241,1
849242,1849242,1
849243,1849243,1
849244,1849244,1
849245,1849245,1
849246,1849246,1
849247,1849247,1
849248,1849248,1
849249,1849249,1
84925,184925,1
84926,184926,1
84927,184927,1
849280,1849280,1
849281,1849281,1
849282,1849282,1
849283,1849283,1
849284,1849284,1
849285,1849285,1
849286,1849286,1
849287,1849287,1
849288,1849288,1
849289,1849289,1
849291,1849291,1
8492925,18492925,1
8492926,18492926,1
8492927,18492927,1
8492934,18492934,1
8492935,18492935,1
8492936,18492936,1
8492937,18492937,1
849294,1849294,1
849295,1849295,1
849296,1849296,1
849298,1849298,1
849299,1849299,1
84930,184930,1
8493010,18493010,1
8493011,18493011,1
8493012,18493012,1
8493013,18493013,1
8493014,18493014,1
849302,1849302,1
849304,1849304,1
849305,1849305,1
849307,1849307,1
849308,1849308,1
849309,1849309,1
84931,184931,1
849312,1849312,1
849313,1849313,1
849314,1849314,1
849315,1849315,1
849316,1849316,1
849318,1849318,1
849330,1849330,1
849335,1849335,1
849336,1849336,1
849337,1849337,1
849338,1849338,1
849339,1849339,1
849340,1849340,1
849341,1849341,1
849342,1849342,1
849343,1849343,1
849344,1849344,1
849345,1849345,1
849346,1849346,1
849350,1849350,1
849351,1849351,1
849352,1849352,1
849353,1849353,1
849354,1849354,1
849356,1849356,1
849357,1849357,1
849358,1849358,1
849359,1849359,1
849360,1849360,1
849361,1849361,1
849362,1849362,1
849367,1849367,1
849401,1849401,1
849402,1849402,1
849403,1849403,1
849404,1849404,1
849405,1849405,1
849406,1849406,1
849407,1849407,1
849408,1849408,1
849409,1849409,1
84941,184941,1
849410,1849410,1
849416,1849416,1
84943,184943,1
849437,1849437,1
84945,184945,1
84948,184948,1
849484,1849484,1
84954,184954,1
849542,1849542,1
84956,184956,1
849569,1849569,1
84957,184957,1
849573,1849573,1
84958,184958,1
849587,1849587,1
84959,184959,1
849590,1849590,1
849607,1849607,1
849620,1849620,1
849621,1849621,1
849623,1849623,1
849624,1849624,1
849626,1849626,1
849627,1849627,1
849628,1849628,1
849629,1849629,1
84963,184963,1
849642,1849642,1
849650,1849650,1
849651,1849651,1
849652,1849652,1
849653,1849653,1
849654,1849654,1
849655,1849655,1
849656,1849656,1
849657,1849657,1
849658,1849658,1
84970,184970,1
849701,1849701,1
849707,1849707,1
84971,184971,1
849710,1849710,1
849711,1849711,1
84972,184972,1
849720,1849720,1
849727,1849727,1
84973,184973,1
849739,1849739,1
849750,1849750,1
849751,1849751,1
849752,1849752,1
849753,1849753,1
849754,1849754,1
849763,1849763,1
849785,1849785,1
84979,184979,1
849797,1849797,1
849802,1849802,1
849803,1849803,1
849804,1849804,1
849806,1849806,1
84981,184981,1
849814,1849814,1
849815,1849815,1
849816,1849816,1
849817,1849817,1
84982,184982,1
849828,1849828,1
849845,1849845,1
849846,1849846,1
849847,1849847,1
849848,1849848,1
84985,184985,1
849860,1849860,1
849861,1849861,1
849862,1849862,1
849863,1849863,1
849864,1849864,1
849865,1849865,1
849867,1849867,1
849868,1849868,1
849869,1849869,1
84987,184987,1
849873,1849873,1
849874,1849874,1
849875,1849875,1
849876,1849876,1
849878,1849878,1
849879,1849879,1
849880,1849880,1
849881,1849881,1
849882,1849882,1
849883,1849883,1
849884,1849884,1
849885,1849885,1
849886,1849886,1
849889,1849889,1
849912,1849912,1
849915,1849915,1
849916,1849916,1
849917,1849917,1
849918,1849918,1
849919,1849919,1
849925,1849925,1
849937,1849937,1
849941,1849941,1
849942,1849942,1
84999,184999,1
849993,1849993,1
850,1850,1
854,1854,1
855,1855,1
856,1856,1
857,1857,1
858,1858,1
859,1859,1
860,1860,1
862,1862,1
863,1863,1
864,1864,1
865,1865,1
866,1866,1
867,1867,1
868,1868,1
868220,1868220,1
868227,1868227,1
868228,1868228,1
868229,1868229,1
868266,1868266,1
868267,1868267,1
868268,1868268,1
868269,1868269,1
86827,186827,1
868271,1868271,1
868272,1868272,1
868273,1868273,1
868274,1868274,1
868275,1868275,1
868276,1868276,1
868277,1868277,1
868278,1868278,1
868279,1868279,1
86828,186828,1
86829,186829,1
8683,18683,1
868301,1868301,1
868302,1868302,1
868303,1868303,1
868304,1868304,1
868305,1868305,1
868306,1868306,1
868307,1868307,1
868308,1868308,1
868309,1868309,1
868310,1868310,1
868312,1868312,1
868313,1868313,1
868314,1868314,1
868315,1868315,1
868316,1868316,1
868317,1868317,1
868318,1868318,1
868319,1868319,1
86832,186832,1
86833,186833,1
86834,186834,1
86835,186835,1
86836,186836,1
86837,186837,1
86838,186838,1
86839,186839,1
86840,186840,1
86841,186841,1
868420,1868420,1
868421,1868421,1
86846,186846,1
86847,186847,1
86848,186848,1
86849,186849,1
868620,1868620,1
868678,1868678,1
86868,186868,1
868701,1868701,1
868702,1868702,1
868703,1868703,1
868704,1868704,1
868705,1868705,1
868706,1868706,1
868707,1868707,1
868708,1868708,1
868709,1868709,1
868710,1868710,1
868712,1868712,1
868713,1868713,1
868714,1868714,1
868715,1868715,1
868716,1868716,1
868717,1868717,1
868718,1868718,1
868719,1868719,1
86872,186872,1
86873,186873,1
86874,186874,1
86875,186875,1
86876,186876,1
86877,186877,1
86878,186878,1
86879,186879,1
86887,186887,1
869,1869,1
870,1870,1
872,1872,1
873,1873,1
876,1876,1
876210,1876210,1
87624,187624,1
87625,187625,1
87626,187626,1
876275,1876275,1
876276,1876276,1
876277,1876277,1
876278,1876278,1
876279,1876279,1
87628,187628,1
87629,187629,1
87630,187630,1
876301,1876301,1
876302,1876302,1
876303,1876303,1
876304,1876304,1
876305,1876305,1
876306,1876306,1
876307,1876307,1
876308,1876308,1
876309,1876309,1
87631,187631,1
876310,1876310,1
876312,1876312,1
876313,1876313,1
876314,1876314,1
876315,1876315,1
876316,1876316,1
876317,1876317,1
876318,1876318,1
876319,1876319,1
87632,187632,1
87633,187633,1
87634,187634,1
87635,187635,1
87636,187636,1
87637,187637,1
87638,187638,1
87639,187639,1
87640,187640,1
876401,1876401,1
876402,1876402,1
876403,1876403,1
876404,1876404,1
876405,1876405,1
876406,1876406,1
876407,1876407,1
876408,1876408,1
876409,1876409,1
87641,187641,1
87642,187642,1
87643,187643,1
87644,187644,1
87645,187645,1
87646,187646,1
87647,187647,1
87648,187648,1
87649,187649,1
876501,1876501,1
876502,1876502,1
876503,1876503,1
876504,1876504,1
876505,1876505,1
876506,1876506,1
876507,1876507,1
876508,1876508,1
876509,1876509,1
876510,1876510,1
876512,1876512,1
876513,1876513,1
876517,1876517,1
876518,1876518,1
876519,1876519,1
876520,1876520,1
876521,1876521,1
876522,1876522,1
876524,1876524,1
876527,1876527,1
876528,1876528,1
876529,1876529,1
87653,187653,1
87654,187654,1
87655,187655,1
876550,1876550,1
876551,1876551,1
876552,1876552,1
876553,1876553,1
876554,1876554,1
876556,1876556,1
876557,1876557,1
876558,1876558,1
876559,1876559,1
87656,187656,1
87657,187657,1
87658,187658,1
87659,187659,1
876618,1876618,1
876619,1876619,1
876648,1876648,1
876649,1876649,1
876665,1876665,1
876667,1876667,1
876668,1876668,1
876669,1876669,1
876700,1876700,1
876707,1876707,1
87677,187677,1
876781,1876781,1
876782,1876782,1
876783,1876783,1
876784,1876784,1
876787,1876787,1
876788,1876788,1
876789,1876789,1
876790,1876790,1
876791,1876791,1
876792,1876792,1
876793,1876793,1
876796,1876796,1
876797,1876797,1
876798,1876798,1
876799,1876799,1
876801,1876801,1
876802,1876802,1
876803,1876803,1
876804,1876804,1
876805,1876805,1
876806,1876806,1
876807,1876807,1
876808,1876808,1
876809,1876809,1
876810,1876810,1
876811,1876811,1
876812,1876812,1
876813,1876813,1
876814,1876814,1
876815,1876815,1
876816,1876816,1
876817,1876817,1
876818,1876818,1
876819,1876819,1
87682,187682,1
87683,187683,1
87684,187684,1
87685,187685,1
87686,187686,1
87687,187687,1
87688,187688,1
87689,187689,1
876909,1876909,1
876919,1876919,1
876990,1876990,1
876995,1876995,1
876997,1876997,1
876999,1876999,1
877,1877,1
878,1878,1
879,1879,1
880,1880,1
881,1881,1
882,1882,1
888,1888,1
901,1901,1
902,1902,1
903,1903,1
904,1904,1
905,1905,1
906,1906,1
907,1907,1
908,1908,1
909,1909,1
910,1910,1
912,1912,1
913,1913,1
914,1914,1
915,1915,1
916,1916,1
917,1917,1
918,1918,1
919,1919,1
920,1920,1
925,1925,1
928,1928,1
929,1929,1
930,1930,1
931,1931,1
934,1934,1
936,1936,1
937,1937,1
938,1938,1
939,1939,1
940,1940,1
941,1941,1
947,1947,1
949,1949,1
951,1951,1
952,1952,1
954,1954,1
956,1956,1
959,1959,1
970,1970,1
971,1971,1
972,1972,1
973,1973,1
975,1975,1
978,1978,1
979,1979,1
980,1980,1
984,1984,1
985,1985,1
986,1986,1
989,1989,1
,20,20
10,2010,20
11,2011,20
12,2012,20
15,2015,20
,211,211
91,21191,211
92,21192,211
95,21195,211
97,21197,211
98,21198,211
99,21199,211
,212,212
520,212520,212
521,212521,212
525,212525,212
526,212526,212
527,212527,212
529,212529,212
530,212530,212
531,212531,212
532,212532,212
533,212533,212
534,212534,212
538,212538,212
540,212540,212
546,212546,212
547,212547,212
550,212550,212
553,212553,212
6,2126,212
60,21260,212
600,212600,212
601,212601,212
602,212602,212
603,212603,212
604,212604,212
605,212605,212
606,212606,212
607,212607,212
608,212608,212
610,212610,212
611,212611,212
612,212612,212
613,212613,212
614,212614,212
615,212615,212
616,212616,212
617,212617,212
618,212618,212
619,212619,212
620,212620,212
621,212621,212
622,212622,212
623,212623,212
624,212624,212
625,212625,212
626,212626,212
627,212627,212
628,212628,212
629,212629,212
630,212630,212
631,212631,212
632,212632,212
633,212633,212
634,212634,212
635,212635,212
636,212636,212
637,212637,212
638,212638,212
639,212639,212
640,212640,212
